word,language
аба-ырайы,Kyrgyz
grāmata,Latvian
aŭdi,Esperanto
umri,Swahili
equate,Sundanese
moltiplicare,Italian
гурав,Mongolian
ઉકેલ,Gujarati
kaċċa,Maltese
urupapuro,Kinyarwanda
alinman,Filipino
دنیا,Urdu
socrú,Irish
târziu,Romanian
դեռ,Armenian
mawon,Haitian
մետաղալար,Armenian
мисля,Cebuano
enterè,Haitian
kahverengi,Turkish
aŭskulti,Esperanto
birkaç,Turkish
stasiun,Indonesian
pintar,Catalan
txori,Basque
rhedodd,Welsh
மெல்லிசை,Tamil
koho,Hawaiian
ogun,Yoruba
firenena,Malagasy
पानी,Hindi
fett,Swedish
o,Welsh
tosiasia,Finnish
berî,Kurdish
wobiriwira,Chichewa
systemet,Swedish
ভয়,Bengali
nasasho,Somali
einu,Icelandic
yulduz,Uzbek
가을,Korean
logam,Indonesian
papà,Italian
kwarewa,Hausa
fugl,Danish
ilmub,Estonian
fënnef,Luxembourgish
ilingane,Xhosa
Закон,Serbian
място,Bulgarian
mna,Xhosa
kép,Hungarian
map,English
mkondo,Swahili
စားပှဲ,Myanmar
бөлім,Kazakh
feed,Esperanto
oldal,Hungarian
tau,Samoan
буюу,Mongolian
nomer,Javanese
krajiny,Slovak
okupljaju,Croatian
ტესტი,Georgian
ദൃശ്യമാകും,Malayalam
shushu,Xhosa
manca,Corsican
svoje,Croatian
tsokoang,Sesotho
mmadụ,Igbo
эсгий,Mongolian
z,Polish
خو,Pashto
出,Chinese
ການປະຕິບັດ,Lao
sezona,Latvian
winkel,Afrikaans
neu,Catalan
سال,Urdu
kwere,Igbo
chebe,Igbo
фигура,Russian
pojavijo,Slovenian
мизи,Tajik
پوښتنه,Pashto
چیزی,Persian
devět,Czech
зламав,Ukrainian
Tất,Vietnamese
인간,Korean
युद्ध,Nepali
gebied,Afrikaans
chết,Vietnamese
zanatany,Malagasy
berik,Frisian
ਚਲਾ,Punjabi
gwyddoniaeth,Welsh
Amandla,Zulu
village,English
kaipuke,Maori
totogi,Samoan
metòd,Haitian
بلند,Sindhi
molécula,Galician
pêşde,Kurdish
non,Italian
จนกระทั่ง,Thai
ahakoa,Maori
mintiri,Corsican
rûniştin,Kurdish
zvose,Shona
وڪرو,Sindhi
pānga,Maori
שומן,Hebrew
検索する,Japanese
nenä,Finnish
tinggi,Indonesian
से,Hindi
огроман,Serbian
کل,Urdu
root,English
ग्रे,Hindi
hodnota,Czech
map,Frisian
ನಿಲ್ಲಿಸಲು,Kannada
ekor,Malaysian
iżommu,Maltese
harag,Hungarian
wajib,Sundanese
Insel,German
ndapota,Shona
ntau,Hmong
смерть,Russian
sciathán,Irish
da’irar,Hausa
mic,Romanian
колони,Mongolian
αγοράζουν,Greek
nigh,Irish
മക്കൾ,Malayalam
個,Japanese
igihe,Kinyarwanda
band,Dutch
dưới,Vietnamese
चार,Marathi
lokaliseren,Dutch
ουρανό,Greek
list,Bosnian
papa,Igbo
पूर्व,Hindi
дреам,Serbian
нь,Mongolian
кисеоник,Serbian
keskin,Turkish
strana,Czech
작물,Korean
представете,Bulgarian
lijken,Dutch
faritra,Malagasy
pobre,Portuguese
fhacal,Scots
하지,Korean
чуў,Belarusian
эсийн,Mongolian
hân,Frisian
yn,Welsh
اچار,Sindhi
kauoha,Hawaiian
موضوع,Arabic
kuvina,Chichewa
troppo,Italian
gece,Turkish
кровь,Russian
хүнд,Mongolian
wiele,Polish
oppervlak,Afrikaans
cvet,Slovenian
ជុំ,Khmer
조금,Korean
көрүнүш,Kyrgyz
බලාපොරොත්තු,Sinhala
dicho,Spanish
į,Lithuanian
ville,Danish
wong,Javanese
her,Turkish
kenttä,Finnish
mere,Danish
rail,Bosnian
船,Chinese
तला,Nepali
kowane,Hausa
bring,English
Mae,Samoan
കത്തിക്കുക,Malayalam
utama,Javanese
är,Luxembourgish
आश्चर्य,Nepali
ilẹ,Yoruba
laat,Afrikaans
hoko,Maori
ពណ៌ក្រហម,Khmer
navă,Romanian
tertakluk,Malaysian
مشهور,Sindhi
لٺ,Sindhi
thảo,Vietnamese
besar,Malaysian
i,Albanian
кескін,Kazakh
سمت,Persian
гүл,Kazakh
tūtohi,Maori
ಬಂದರು,Kannada
obrazac,Bosnian
ទូទៅ,Khmer
magtipon,Filipino
trimite,Romanian
શરૂઆત,Gujarati
Stadt,German
sìoman,Scots
อ่าน,Thai
hittchen,Luxembourgish
galdetzen,Basque
bar,Haitian
大きい,Japanese
മത്സരം,Malayalam
kemény,Hungarian
anell,Catalan
masikati,Shona
важко,Ukrainian
whakatika,Maori
blom,Afrikaans
اچي,Sindhi
ra,Vietnamese
farraige,Irish
د,Pashto
ມື,Lao
रस्त्यावर,Marathi
ndivo,Shona
પેટર્ન,Gujarati
घोडा,Nepali
perigo,Portuguese
puse,Latvian
mafai,Samoan
aupito,Samoan
‘īniha,Hawaiian
a,Scots
ఉపయోగం,Telugu
rüzgar,Turkish
συγκρίνετε,Greek
rót,Icelandic
ਇਹ,Punjabi
ఆమె,Telugu
பாத்திரம்,Tamil
spalva,Lithuanian
sürpriz,Turkish
може,Macedonian
shimol,Uzbek
சிறப்பு,Tamil
dhéanamh,Irish
ಹೇಗೆ,Kannada
tseba,Sesotho
bertan,Basque
שכבתי,Hebrew
ته,Pashto
मिनेट,Nepali
ද්රව්ය,Sinhala
महान्,Nepali
eple,Haitian
oko,Bosnian
maneno,Swahili
tezliklə,Azerbaijani
nyak,Hungarian
指,Chinese
lua,Samoan
lock,Swedish
merkki,Finnish
ithemu,Zulu
kopie,Dutch
in,Somali
luv,Hmong
pule,Hawaiian
sau,Hmong
banye,Igbo
ұрыс,Kazakh
ແຜນທີ່,Lao
卡,Chinese
விலங்கு,Tamil
more,Slovak
bevolken,Dutch
mile,Hmong
esquerda,Galician
এক,Bengali
ছেলে,Bengali
नाम,Hindi
cuarto,Spanish
triar,Catalan
biaya,Javanese
continent,English
ntacyo,Kinyarwanda
zonë,Albanian
करवत,Marathi
spoke,English
ਕੁੱਤੇ,Punjabi
verificarsi,Italian
með,Icelandic
tauira,Maori
mutlu,Turkish
տեղում,Armenian
نقطہ,Urdu
dilfireh,Kurdish
തല,Malayalam
dalam,Malaysian
reči,Slovenian
ngwevu,Xhosa
težava,Slovenian
леттер,Serbian
کودکان,Persian
கற்பனை,Tamil
база,Tajik
কেনা,Bengali
ضربوي,Pashto
mbushur,Albanian
bisa,Javanese
musoro,Shona
стоя,Bulgarian
balung,Javanese
ತ್ವರಿತ,Kannada
dûr,Kurdish
amandla,Zulu
huru,Maori
ಜನರು,Kannada
mūsdienu,Latvian
otrok,Czech
memeʻi,Samoan
था,Hindi
وروسته,Pashto
як,Tajik
sanggol,Filipino
dest,Kurdish
олох,Mongolian
luzea,Basque
ట్రక్,Telugu
phewa,Chichewa
no,Somali
לקרות,Hebrew
mapaundi,Chichewa
tinggaleun,Sundanese
stjer,Frisian
pwòp,Haitian
qo’l,Uzbek
ehtiva,Azerbaijani
ebeveyn,Turkish
vilt,Estonian
tee,Estonian
učinek,Slovenian
zéien,Luxembourgish
сторона,Ukrainian
지도,Korean
stop,Czech
bumi,Indonesian
glæde,Danish
selbst,German
குளிர்,Tamil
fluir,Spanish
podobne,Polish
nunjukaké,Javanese
shkuar,Albanian
конопац,Serbian
sifatida,Uzbek
部,Chinese
червоний,Ukrainian
kui,Estonian
yachiwiri,Chichewa
paire,French
na-amụrụ,Igbo
seterusnya,Malaysian
duw,Dutch
ទទួលបាន,Khmer
matua,Samoan
दूध,Hindi
centrum,Czech
kadua,Sundanese
abilità,Italian
erfarenhet,Swedish
તરફેણ,Gujarati
నవ్వు,Telugu
isibu,Maltese
kurota,Kinyarwanda
موضوع,Pashto
Donhedza,Shona
am,Azerbaijani
tuku,Maori
до,Ukrainian
quattro,Italian
staðreynd,Icelandic
yaxın,Azerbaijani
брзо,Macedonian
хлеб,Belarusian
somriure,Catalan
тэлефануйце,Belarusian
सडक,Nepali
ум,Macedonian
lady,Hausa
แผนภูมิ,Thai
ibon,Filipino
꽤,Korean
վարել,Armenian
Fall,German
safna,Icelandic
taraarixid,Somali
காரணம்,Tamil
kuda,Sundanese
விளையாட,Tamil
ເຖິງແມ່ນວ່າ,Lao
uit,Haitian
aye,Yoruba
свържете,Cebuano
ala,Spanish
द्वीप,Hindi
nagusia,Basque
ក្តៅ,Khmer
foresta,Italian
кӯтоҳ,Tajik
rynku,Polish
اعتقد,Arabic
material,English
еще,Russian
enstriman,Haitian
nwere,Igbo
quod,Latin
nulis,Javanese
私たち,Japanese
induk,Malaysian
ਫਲ,Punjabi
सही,Nepali
u,Uzbek
eme,Igbo
تفاحة,Arabic
limang,Javanese
adım,Turkish
sävy,Finnish
malosi,Samoan
ขอแนะนำให้,Thai
шаар,Kyrgyz
vara,Icelandic
mafai,Samoan
თანაბარი,Georgian
bẹẹni,Yoruba
famosa,Catalan
katsaka,Malagasy
pepadhamu,Javanese
libsa,Maltese
রঙ,Bengali
peita,Maori
yio,Yoruba
умения,Cebuano
ຄວາມໃຈຮ້າຍ,Lao
sovuq,Uzbek
aire,Basque
कागज,Nepali
ашық,Kazakh
teas,Irish
direkte,Afrikaans
kalba,Lithuanian
чистый,Russian
pfumbamwe,Shona
uchod,Welsh
společnost,Czech
chati,Shona
xuntos,Galician
ukcola,Xhosa
ٹیم,Urdu
fíos,Galician
repræsentere,Danish
着用,Japanese
módszer,Hungarian
hebben,Dutch
halaga,Filipino
rencontre,French
classe,Portuguese
নাগাল,Bengali
lehoatateng,Sesotho
Sprache,German
эксперимент,Russian
rad,Haitian
apressar,Portuguese
kevés,Hungarian
విరామం,Telugu
ಭಯ,Kannada
di,Malaysian
akamenyetso,Kinyarwanda
tvar,Croatian
tani,Albanian
безплатно,Bulgarian
tetempoan,Sundanese
боја,Serbian
obsahovať,Slovak
larg,Romanian
ಏಕ,Kannada
ఎముక,Telugu
bord,Danish
Холе,Serbian
sireletsa,Sesotho
база,Ukrainian
ਪਾਸ,Punjabi
bloğu,Turkish
kitea,Maori
êvar,Kurdish
ਦੇ,Punjabi
torthaí,Irish
අට,Sinhala
сөздік,Kazakh
到,Chinese
maa,Estonian
決定する,Japanese
ku,Somali
verzamelen,Dutch
sömn,Swedish
skína,Icelandic
май,Tajik
銀行,Japanese
rutanda,Shona
parti,Danish
of,Basque
ບອກ,Lao
decimal,Galician
ele,Portuguese
conselho,Portuguese
mine,French
хеарт,Serbian
با,Persian
teihana,Maori
decidir,Portuguese
ышкыруу,Kyrgyz
পৃথক,Bengali
Я,Belarusian
tšaba,Sesotho
পূরণ,Bengali
θάλασσα,Greek
numero,Finnish
signifier,French
пурдарахт,Tajik
hałas,Polish
sąrašas,Lithuanian
شام,Urdu
урэх,Mongolian
धुनु,Nepali
nahm,German
хоҳиш,Tajik
ਦੱਖਣ,Punjabi
ടച്ച്,Malayalam
záviset,Czech
ċatt,Maltese
punctum,Latin
පශ්චාත්,Sinhala
சதுரம்,Tamil
درجة,Arabic
इकाई,Hindi
freon,Frisian
tsim,Hmong
lebur,Hausa
tegu,Estonian
llegar,Spanish
yaikulu,Chichewa
dentium,Latin
cap,Romanian
ගත්,Sinhala
bar,Malagasy
vleermuis,Dutch
വലിയ,Malayalam
dogovor,Bosnian
Født,Norwegian
caber,Portuguese
læge,Danish
ọ,Igbo
papīrs,Latvian
así,Spanish
ਬੈਠ,Punjabi
veloċità,Maltese
runga,Maori
seguitate,Corsican
чыгыш,Kyrgyz
alleujar,Catalan
وړاندیز,Pashto
se,Romanian
kolo,Czech
natura,Romanian
карта,Russian
ngawasaan,Sundanese
સમુદ્ર,Gujarati
gbona,Yoruba
mense,Afrikaans
ښځه,Pashto
deoch,Irish
que,Portuguese
սուր,Armenian
నియంత్రణ,Telugu
ផងដែរ,Khmer
grito,Portuguese
तुलना,Nepali
faktum,Swedish
tõsi,Estonian
גברת,Hebrew
semințe,Romanian
ڏس,Sindhi
gambar,Javanese
theem,Hmong
предявен,Cebuano
ngā,Maori
shkop,Albanian
zapytaj,Polish
мероприятие,Russian
খবর,Bengali
industrie,Luxembourgish
تقریر,Urdu
दाबा,Marathi
kanda,Kinyarwanda
bietjie,Afrikaans
kauneus,Finnish
učit,Czech
so,Afrikaans
ëm,Luxembourgish
kell,Hungarian
pēkšņs,Latvian
mun,Icelandic
б,Ukrainian
ड्रॉप,Hindi
controllo,Italian
ehtimolli,Uzbek
муун,Kyrgyz
ovo,Portuguese
jixtru,Maltese
poezd,Uzbek
konsa,Haitian
ananyamuka,Chichewa
cat,Catalan
место,Russian
同じ,Japanese
боротьба,Ukrainian
എഴുതിയ,Malayalam
মহাসাগর,Bengali
kõrge,Estonian
бай,Kyrgyz
پراڊڪٽ,Sindhi
polo,Samoan
elektrik,Haitian
säit,Luxembourgish
прийшли,Ukrainian
ರಕ್ಷಿಸಲು,Kannada
store,Danish
a,Hausa
đơn,Vietnamese
liknande,Swedish
východ,Slovak
хүргэдэг,Mongolian
útfine,Frisian
べき,Japanese
ကန့်ကွက်,Myanmar
basit,Turkish
присъединят,Cebuano
camión,Galician
diñeiro,Galician
cwrdd,Welsh
lửa,Vietnamese
të,Albanian
күрөң,Kyrgyz
praegune,Estonian
akọkọ,Yoruba
നിറം,Malayalam
употреба,Cebuano
imaginar,Catalan
incə,Azerbaijani
கதவை,Tamil
Най-добрият,Cebuano
पिताजी,Nepali
بنیادی,Urdu
ano,Galician
mohato,Sesotho
നേരെ,Malayalam
lamulo,Chichewa
trem,Portuguese
тези,Bulgarian
уведомление,Russian
tha,Albanian
ਦਾ,Punjabi
tela,Albanian
ການຍົກຕົວຢ່າງ,Lao
kapitala,Croatian
dous,Galician
acima,Portuguese
ngqo,Zulu
forte,Latin
bon,French
එය,Sinhala
sukuma,Zulu
katoen,Dutch
речовина,Ukrainian
srebrna,Slovenian
gyűjt,Hungarian
hu,Maltese
nokho,Zulu
жаман,Kyrgyz
ŝpari,Esperanto
яйце,Bulgarian
スリープ,Japanese
många,Swedish
tuagane,Samoan
indsamle,Danish
природата,Bulgarian
глоба,Bulgarian
de,Romanian
туфли,Kazakh
eredmény,Hungarian
turi,Lithuanian
πράξη,Greek
lêste,Frisian
געכאפט,Yiddish
alok,Filipino
wotè,Haitian
головний,Ukrainian
apabila,Malaysian
Grund,German
tonga,Shona
ერის,Georgian
capac,Romanian
ltqajna,Maltese
itigil,Filipino
kobieta,Polish
atom,Polish
deraza,Uzbek
reli,Swahili
pesisir,Javanese
esineda,Estonian
bäiginn,Luxembourgish
marakeng,Sesotho
предизвестие,Bulgarian
sedan,Swedish
场,Chinese
thabo,Sesotho
ဗိုလ်မှူး,Myanmar
мачка,Macedonian
болгон,Kyrgyz
rezultatas,Lithuanian
створити,Serbian
ingca,Xhosa
сайн,Mongolian
mutambo,Shona
podivný,Slovak
nsoro,Yoruba
अन्तर्गत,Nepali
setsi,Sesotho
ობიექტი,Georgian
ha,Sesotho
abiye,Haitian
شامل,Pashto
lug’at,Uzbek
naturo,Esperanto
yena,Xhosa
자신의,Korean
خود,Persian
အခမဲ့,Myanmar
εξισώνουν,Greek
berteriak,Indonesian
patruni,Corsican
рекао,Serbian
hình,Vietnamese
ის,Georgian
strokie,Afrikaans
ko,Latvian
aus,German
window,English
diseño,Spanish
פּרעסן,Yiddish
په,Pashto
điểm,Vietnamese
vehivavy,Malagasy
schlof,Luxembourgish
lwm,Hmong
ઊભા,Gujarati
წონა,Georgian
การดูแล,Thai
ຮັກສາ,Lao
heve,Norwegian
Blatt,German
hunt,Latin
причина,Macedonian
mal,French
okwana,Chichewa
chlapec,Slovak
e,Maori
ווילן,Yiddish
periculu,Corsican
ಸ್ವಲ್ಪ,Kannada
ຍົກສູງບົດບາດ,Lao
דאַרפן,Yiddish
ciència,Catalan
trodde,Swedish
शान्त,Nepali
skip,Afrikaans
nyom,Hmong
schloën,Luxembourgish
mete,Haitian
לשלם,Hebrew
быстро,Russian
केही,Nepali
ברעג,Yiddish
Stamm,German
maravigghia,Corsican
bar,Finnish
险,Chinese
Slečna,Czech
trovita,Esperanto
di,Corsican
gwthio,Welsh
sauti,Swahili
ඇත්ත,Sinhala
чьи,Russian
przytrzymaj,Polish
цвете,Cebuano
لاگ,Urdu
დედა,Georgian
समस्या,Hindi
comburet,Latin
tabără,Romanian
kan,Haitian
timp,Romanian
послати,Ukrainian
د,Pashto
direkte,Danish
bos,Dutch
ookean,Estonian
орман,Kazakh
ຮ່າງກາຍ,Lao
cyflym,Welsh
te,Maori
стул,Kyrgyz
fio,Portuguese
در,Persian
mundo,Portuguese
sib,Hmong
biko,Igbo
pulsuz,Azerbaijani
bita,Icelandic
musiikki,Finnish
marnaba,Somali
प्रसन्न,Hindi
suport,Romanian
berg,German
ofufe,Igbo
oyera,Chichewa
azukre,Basque
संच,Marathi
deel,Dutch
dans,Turkish
sayfa,Turkish
पढ़ा,Hindi
ગુણાકાર,Gujarati
ਦਾ,Punjabi
gwydr,Welsh
היא,Hebrew
Element,Croatian
scurt,Romanian
humà,Catalan
anjing,Indonesian
varsti,Estonian
longè,Haitian
der,Luxembourgish
voye,Haitian
birq,Kurdish
основните,Macedonian
tangerent,Latin
xav,Hmong
cop,Catalan
i’r,Welsh
vaak,Dutch
fe’l,Uzbek
dones,Catalan
відчувати,Ukrainian
کړي,Pashto
i,Irish
harorat,Uzbek
کمی,Persian
хуруу,Mongolian
korpuss,Latvian
қарапайым,Kazakh
ita,Yoruba
विचार,Marathi
scappu,Corsican
ګام,Pashto
ponovno,Slovenian
lahleheloa,Sesotho
que,Catalan
salti,Esperanto
pergi,Indonesian
list,Frisian
două,Romanian
शक्य,Marathi
tau,Hmong
var,Danish
amathamanga,Chichewa
სამკუთხედის,Georgian
感じる,Japanese
obi,Igbo
аздабленне,Belarusian
పాలించే,Telugu
momo,Maori
våningen,Swedish
elterendeel,Luxembourgish
trøbbel,Norwegian
តារាង,Khmer
ilang,Filipino
穴,Japanese
өнөрдүүлүк,Kyrgyz
តាម,Khmer
cheadachadh,Scots
ಪಕ್ಷದ,Kannada
знак,Cebuano
მეტი,Georgian
machin,Haitian
入,Chinese
می,Persian
много,Cebuano
不用,Chinese
sıcak,Turkish
сенімді,Kazakh
ayaq,Azerbaijani
死んだ,Japanese
handiko,Basque
nach,Luxembourgish
zachód,Polish
নিজস্ব,Bengali
mili,Javanese
oboje,Croatian
kedves,Hungarian
holdt,Norwegian
θα,Greek
kërcejnë,Albanian
مٿاڇري,Sindhi
जलद,Marathi
پیداوار,Urdu
ಇರಿಸಿಕೊಳ್ಳಲು,Kannada
indicar,Spanish
pīpī,Maori
glasno,Croatian
taageero,Somali
wara,Maltese
হত্যা,Bengali
a,Sundanese
tej,Hmong
åpent,Norwegian
bilis,Filipino
membagi,Indonesian
қажет,Kazakh
hanga,Maori
וועט,Yiddish
isa,Shona
オーバー,Japanese
hesinê,Kurdish
ਪੰਜ,Punjabi
లో,Telugu
към,Bulgarian
osem,Slovak
papir,Danish
узундук,Kyrgyz
dainuoti,Lithuanian
ngentambo,Zulu
faalogo,Samoan
դասավորել,Armenian
a,Scots
finitura,Maltese
fi,Maltese
milele,Swahili
regeln,German
speak,English
тәжірибе,Kazakh
dësch,Luxembourgish
колония,Bulgarian
உயர்த்த,Tamil
timur,Indonesian
అడుగు,Telugu
चीनी,Hindi
pchnięcie,Polish
ọnụ,Igbo
kesepakatan,Indonesian
held,Malayalam
daba,Yoruba
өріс,Kazakh
xyoo,Hmong
tarî,Kurdish
ચમકવા,Gujarati
yopuma,Chichewa
ಅಪ್,Kannada
靠,Chinese
đã,Vietnamese
nimekiri,Estonian
ura,Basque
regen,Dutch
ná,Icelandic
chim,Vietnamese
ovise,Croatian
සැබෑ,Sinhala
recevoir,French
graf,Czech
ua,Hmong
manaporofo,Malagasy
ګرم,Pashto
izwekazi,Zulu
hvorfor,Danish
របស់ពួកគេ,Khmer
stolica,Croatian
som,Norwegian
Versuch,German
protegat,Latin
donne,Corsican
tuurin,Somali
tiếng,Vietnamese
ස්ලිප්,Sinhala
இளம்,Tamil
neurtzeko,Basque
નોંધ,Gujarati
jagħtu,Maltese
ထိုင်,Myanmar
feroviar,Romanian
probant,Latin
қуаныш,Kazakh
ума,Cebuano
nayiphina,Xhosa
Žinoma,Lithuanian
mpishi,Swahili
مهرباني,Sindhi
națiune,Romanian
qûl,Kurdish
i,Maori
малко,Bulgarian
суво,Serbian
sha,Hausa
batı,Turkish
opas,Finnish
дивитися,Ukrainian
ngephanyazo,Xhosa
이벤트,Korean
pasir,Malaysian
مشکل,Persian
შეადგინა,Georgian
vogël,Albanian
nifer,Welsh
telozoro,Malagasy
دکان,Urdu
sùil,Scots
crease,Basque
atunuu,Samoan
hoed,Dutch
темно,Macedonian
може,Bulgarian
писар,Tajik
selezziunà,Corsican
οργάνου,Greek
ຍັງ,Lao
cepat,Malaysian
bayi,Malaysian
pune,Romanian
எனினும்,Tamil
